time,ghi,dni,dhi,temp_air,wind_speed
2025-01-02T07:00:00+08:00,57.7422,650.0,7.699,25.0,1.5
2025-01-02T08:00:00+08:00,210.0874,650.0,28.0117,25.0,1.5
2025-01-02T09:00:00+08:00,340.2931,650.0,45.3724,25.0,1.5
2025-01-02T10:00:00+08:00,439.4858,650.0,58.5981,25.0,1.5
2025-01-02T11:00:00+08:00,500.9059,650.0,66.7874,25.0,1.5
2025-01-02T12:00:00+08:00,520.3675,650.0,69.3823,25.0,1.5
2025-01-02T13:00:00+08:00,496.5445,650.0,66.2059,25.0,1.5
2025-01-02T14:00:00+08:00,431.0603,650.0,57.4747,25.0,1.5
2025-01-02T15:00:00+08:00,328.3776,650.0,43.7837,25.0,1.5
2025-01-02T16:00:00+08:00,195.4941,650.0,26.0659,25.0,1.5
2025-01-02T17:00:00+08:00,41.4654,650.0,5.5287,25.0,1.5
2025-01-02T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-02T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-02T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-02T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-02T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-02T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T07:00:00+08:00,58.2703,650.0,7.7694,25.0,1.5
2025-01-03T08:00:00+08:00,210.7142,650.0,28.0952,25.0,1.5
2025-01-03T09:00:00+08:00,341.0042,650.0,45.4672,25.0,1.5
2025-01-03T10:00:00+08:00,440.2612,650.0,58.7015,25.0,1.5
2025-01-03T11:00:00+08:00,501.721,650.0,66.8961,25.0,1.5
2025-01-03T12:00:00+08:00,521.1953,650.0,69.4927,25.0,1.5
2025-01-03T13:00:00+08:00,497.3568,650.0,66.3142,25.0,1.5
2025-01-03T14:00:00+08:00,431.8302,650.0,57.5774,25.0,1.5
2025-01-03T15:00:00+08:00,329.081,650.0,43.8775,25.0,1.5
2025-01-03T16:00:00+08:00,196.1114,650.0,26.1482,25.0,1.5
2025-01-03T17:00:00+08:00,41.983,650.0,5.5977,25.0,1.5
2025-01-03T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-03T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T07:00:00+08:00,58.8389,650.0,7.8452,25.0,1.5
2025-01-04T08:00:00+08:00,211.3887,650.0,28.1852,25.0,1.5
2025-01-04T09:00:00+08:00,341.7692,650.0,45.5692,25.0,1.5
2025-01-04T10:00:00+08:00,441.0951,650.0,58.8127,25.0,1.5
2025-01-04T11:00:00+08:00,502.5976,650.0,67.013,25.0,1.5
2025-01-04T12:00:00+08:00,522.0854,650.0,69.6114,25.0,1.5
2025-01-04T13:00:00+08:00,498.2304,650.0,66.4307,25.0,1.5
2025-01-04T14:00:00+08:00,432.6583,650.0,57.6878,25.0,1.5
2025-01-04T15:00:00+08:00,329.8377,650.0,43.9784,25.0,1.5
2025-01-04T16:00:00+08:00,196.7757,650.0,26.2368,25.0,1.5
2025-01-04T17:00:00+08:00,42.5403,650.0,5.672,25.0,1.5
2025-01-04T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-04T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T07:00:00+08:00,59.4478,650.0,7.9264,25.0,1.5
2025-01-05T08:00:00+08:00,212.1106,650.0,28.2814,25.0,1.5
2025-01-05T09:00:00+08:00,342.5876,650.0,45.6783,25.0,1.5
2025-01-05T10:00:00+08:00,441.9871,650.0,58.9316,25.0,1.5
2025-01-05T11:00:00+08:00,503.5351,650.0,67.138,25.0,1.5
2025-01-05T12:00:00+08:00,523.0374,650.0,69.7383,25.0,1.5
2025-01-05T13:00:00+08:00,499.1647,650.0,66.5553,25.0,1.5
2025-01-05T14:00:00+08:00,433.544,650.0,57.8059,25.0,1.5
2025-01-05T15:00:00+08:00,330.6473,650.0,44.0863,25.0,1.5
2025-01-05T16:00:00+08:00,197.4868,650.0,26.3316,25.0,1.5
2025-01-05T17:00:00+08:00,43.1371,650.0,5.7516,25.0,1.5
2025-01-05T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-05T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T07:00:00+08:00,60.0969,650.0,8.0129,25.0,1.5
2025-01-06T08:00:00+08:00,212.8795,650.0,28.3839,25.0,1.5
2025-01-06T09:00:00+08:00,343.459,650.0,45.7945,25.0,1.5
2025-01-06T10:00:00+08:00,442.9366,650.0,59.0582,25.0,1.5
2025-01-06T11:00:00+08:00,504.533,650.0,67.2711,25.0,1.5
2025-01-06T12:00:00+08:00,524.0505,650.0,69.8734,25.0,1.5
2025-01-06T13:00:00+08:00,500.1591,650.0,66.6879,25.0,1.5
2025-01-06T14:00:00+08:00,434.4869,650.0,57.9316,25.0,1.5
2025-01-06T15:00:00+08:00,331.5094,650.0,44.2012,25.0,1.5
2025-01-06T16:00:00+08:00,198.2442,650.0,26.4326,25.0,1.5
2025-01-06T17:00:00+08:00,43.7733,650.0,5.8364,25.0,1.5
2025-01-06T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-06T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T07:00:00+08:00,60.7858,650.0,8.1048,25.0,1.5
2025-01-07T08:00:00+08:00,213.6951,650.0,28.4927,25.0,1.5
2025-01-07T09:00:00+08:00,344.3829,650.0,45.9177,25.0,1.5
2025-01-07T10:00:00+08:00,443.943,650.0,59.1924,25.0,1.5
2025-01-07T11:00:00+08:00,505.5905,650.0,67.4121,25.0,1.5
2025-01-07T12:00:00+08:00,525.1242,650.0,70.0166,25.0,1.5
2025-01-07T13:00:00+08:00,501.213,650.0,66.8284,25.0,1.5
2025-01-07T14:00:00+08:00,435.4863,650.0,58.0648,25.0,1.5
2025-01-07T15:00:00+08:00,332.4234,650.0,44.3231,25.0,1.5
2025-01-07T16:00:00+08:00,199.0477,650.0,26.5397,25.0,1.5
2025-01-07T17:00:00+08:00,44.4487,650.0,5.9265,25.0,1.5
2025-01-07T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-07T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T07:00:00+08:00,61.5142,650.0,8.2019,25.0,1.5
2025-01-08T08:00:00+08:00,214.557,650.0,28.6076,25.0,1.5
2025-01-08T09:00:00+08:00,345.3588,650.0,46.0478,25.0,1.5
2025-01-08T10:00:00+08:00,445.0057,650.0,59.3341,25.0,1.5
2025-01-08T11:00:00+08:00,506.707,650.0,67.5609,25.0,1.5
2025-01-08T12:00:00+08:00,526.2578,650.0,70.1677,25.0,1.5
2025-01-08T13:00:00+08:00,502.3257,650.0,66.9768,25.0,1.5
2025-01-08T14:00:00+08:00,436.5417,650.0,58.2056,25.0,1.5
2025-01-08T15:00:00+08:00,333.3888,650.0,44.4518,25.0,1.5
2025-01-08T16:00:00+08:00,199.8968,650.0,26.6529,25.0,1.5
2025-01-08T17:00:00+08:00,45.1629,650.0,6.0217,25.0,1.5
2025-01-08T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-08T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T07:00:00+08:00,62.2821,650.0,8.3043,25.0,1.5
2025-01-09T08:00:00+08:00,215.4648,650.0,28.7286,25.0,1.5
2025-01-09T09:00:00+08:00,346.3861,650.0,46.1848,25.0,1.5
2025-01-09T10:00:00+08:00,446.1241,650.0,59.4832,25.0,1.5
2025-01-09T11:00:00+08:00,507.8818,650.0,67.7176,25.0,1.5
2025-01-09T12:00:00+08:00,527.4504,650.0,70.3267,25.0,1.5
2025-01-09T13:00:00+08:00,503.4965,650.0,67.1329,25.0,1.5
2025-01-09T14:00:00+08:00,437.6523,650.0,58.3536,25.0,1.5
2025-01-09T15:00:00+08:00,334.4052,650.0,44.5874,25.0,1.5
2025-01-09T16:00:00+08:00,200.7912,650.0,26.7722,25.0,1.5
2025-01-09T17:00:00+08:00,45.9158,650.0,6.1221,25.0,1.5
2025-01-09T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-09T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T07:00:00+08:00,63.089,650.0,8.4119,25.0,1.5
2025-01-10T08:00:00+08:00,216.4179,650.0,28.8557,25.0,1.5
2025-01-10T09:00:00+08:00,347.4643,650.0,46.3286,25.0,1.5
2025-01-10T10:00:00+08:00,447.2975,650.0,59.6397,25.0,1.5
2025-01-10T11:00:00+08:00,509.1142,650.0,67.8819,25.0,1.5
2025-01-10T12:00:00+08:00,528.7015,650.0,70.4935,25.0,1.5
2025-01-10T13:00:00+08:00,504.7246,650.0,67.2966,25.0,1.5
2025-01-10T14:00:00+08:00,438.8176,650.0,58.509,25.0,1.5
2025-01-10T15:00:00+08:00,335.4719,650.0,44.7296,25.0,1.5
2025-01-10T16:00:00+08:00,201.7303,650.0,26.8974,25.0,1.5
2025-01-10T17:00:00+08:00,46.7071,650.0,6.2276,25.0,1.5
2025-01-10T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-10T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T07:00:00+08:00,63.9347,650.0,8.5246,25.0,1.5
2025-01-11T08:00:00+08:00,217.4161,650.0,28.9888,25.0,1.5
2025-01-11T09:00:00+08:00,348.5927,650.0,46.479,25.0,1.5
2025-01-11T10:00:00+08:00,448.5252,650.0,59.8034,25.0,1.5
2025-01-11T11:00:00+08:00,510.4033,650.0,68.0538,25.0,1.5
2025-01-11T12:00:00+08:00,530.0101,650.0,70.668,25.0,1.5
2025-01-11T13:00:00+08:00,506.0094,650.0,67.4679,25.0,1.5
2025-01-11T14:00:00+08:00,440.0369,650.0,58.6716,25.0,1.5
2025-01-11T15:00:00+08:00,336.5884,650.0,44.8785,25.0,1.5
2025-01-11T16:00:00+08:00,202.7138,650.0,27.0285,25.0,1.5
2025-01-11T17:00:00+08:00,47.5365,650.0,6.3382,25.0,1.5
2025-01-11T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-11T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T07:00:00+08:00,64.8188,650.0,8.6425,25.0,1.5
2025-01-12T08:00:00+08:00,218.4587,650.0,29.1278,25.0,1.5
2025-01-12T09:00:00+08:00,349.7707,650.0,46.6361,25.0,1.5
2025-01-12T10:00:00+08:00,449.8064,650.0,59.9742,25.0,1.5
2025-01-12T11:00:00+08:00,511.7484,650.0,68.2331,25.0,1.5
2025-01-12T12:00:00+08:00,531.3754,650.0,70.8501,25.0,1.5
2025-01-12T13:00:00+08:00,507.35,650.0,67.6467,25.0,1.5
2025-01-12T14:00:00+08:00,441.3093,650.0,58.8412,25.0,1.5
2025-01-12T15:00:00+08:00,337.7541,650.0,45.0339,25.0,1.5
2025-01-12T16:00:00+08:00,203.7413,650.0,27.1655,25.0,1.5
2025-01-12T17:00:00+08:00,48.4037,650.0,6.4538,25.0,1.5
2025-01-12T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-12T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T07:00:00+08:00,65.7411,650.0,8.7655,25.0,1.5
2025-01-13T08:00:00+08:00,219.5452,650.0,29.2727,25.0,1.5
2025-01-13T09:00:00+08:00,350.9977,650.0,46.7997,25.0,1.5
2025-01-13T10:00:00+08:00,451.1404,650.0,60.152,25.0,1.5
2025-01-13T11:00:00+08:00,513.1486,650.0,68.4198,25.0,1.5
2025-01-13T12:00:00+08:00,532.7966,650.0,71.0395,25.0,1.5
2025-01-13T13:00:00+08:00,508.7454,650.0,67.8327,25.0,1.5
2025-01-13T14:00:00+08:00,442.6342,650.0,59.0179,25.0,1.5
2025-01-13T15:00:00+08:00,338.9682,650.0,45.1958,25.0,1.5
2025-01-13T16:00:00+08:00,204.8121,650.0,27.3083,25.0,1.5
2025-01-13T17:00:00+08:00,49.3085,650.0,6.5745,25.0,1.5
2025-01-13T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-13T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T07:00:00+08:00,66.7012,650.0,8.8935,25.0,1.5
2025-01-14T08:00:00+08:00,220.6753,650.0,29.4234,25.0,1.5
2025-01-14T09:00:00+08:00,352.273,650.0,46.9697,25.0,1.5
2025-01-14T10:00:00+08:00,452.5263,650.0,60.3368,25.0,1.5
2025-01-14T11:00:00+08:00,514.603,650.0,68.6137,25.0,1.5
2025-01-14T12:00:00+08:00,534.2727,650.0,71.2364,25.0,1.5
2025-01-14T13:00:00+08:00,510.195,650.0,68.026,25.0,1.5
2025-01-14T14:00:00+08:00,444.0107,650.0,59.2014,25.0,1.5
2025-01-14T15:00:00+08:00,340.2302,650.0,45.364,25.0,1.5
2025-01-14T16:00:00+08:00,205.9259,650.0,27.4568,25.0,1.5
2025-01-14T17:00:00+08:00,50.2504,650.0,6.7001,25.0,1.5
2025-01-14T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-14T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T07:00:00+08:00,67.6988,650.0,9.0265,25.0,1.5
2025-01-15T08:00:00+08:00,221.8482,650.0,29.5798,25.0,1.5
2025-01-15T09:00:00+08:00,353.5958,650.0,47.1461,25.0,1.5
2025-01-15T10:00:00+08:00,453.9632,650.0,60.5284,25.0,1.5
2025-01-15T11:00:00+08:00,516.1107,650.0,68.8148,25.0,1.5
2025-01-15T12:00:00+08:00,535.8028,650.0,71.4404,25.0,1.5
2025-01-15T13:00:00+08:00,511.6976,650.0,68.2264,25.0,1.5
2025-01-15T14:00:00+08:00,445.438,650.0,59.3917,25.0,1.5
2025-01-15T15:00:00+08:00,341.5392,650.0,45.5386,25.0,1.5
2025-01-15T16:00:00+08:00,207.082,650.0,27.6109,25.0,1.5
2025-01-15T17:00:00+08:00,51.2292,650.0,6.8306,25.0,1.5
2025-01-15T18:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T19:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T20:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T21:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T22:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-15T23:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T00:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T01:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T02:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T03:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T04:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T05:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T06:00:00+08:00,0.0,0.0,0.0,25.0,1.5
2025-01-16T07:00:00+08:00,68.7334,650.0,9.1645,25.0,1.5
